ID,Form,Lemma,Postag,NER,Head,Deprel,Clausal Tag,Record ID,Sentence ID,Document ID,Document
17,the,the,DT,O,18,det,NP,16922,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
18,regulation,regulation,NN,O,22,nsubj,0,16923,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
19,of,of,IN,O,21,case,0,16924,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
20,food,food,NN,O,21,compound,NP,16925,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
21,prices,price,NNS,O,18,nmod:of,0,16926,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
22,restricts,restrict,VBZ,O,29,advcl:while,VP,16927,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
23,their,they,PRP$,O,24,nmod:poss,NP,16928,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
24,incomes,income,NNS,O,22,obj,0,16929,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
25,",",",",",",O,29,punct,0,16930,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
26,no,no,DT,O,27,det,NP,16931,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
27,restraints,restraint,NNS,O,29,nsubj:pass,0,16932,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
28,are,be,VBP,O,29,aux:pass,VP,16933,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
29,placed,place,VBN,O,7,dep,VP,16934,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
30,upon,upon,IN,O,32,case,0,16935,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
31,the,the,DT,O,32,det,NP,16936,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
32,prices,price,NNS,O,29,obl:upon,0,16937,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
33,of,of,IN,O,34,case,0,16938,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
34,most,most,JJS,O,32,nmod:of,NP,16939,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
35,of,of,IN,O,37,case,0,16940,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
36,the,the,DT,O,37,det,NP,16941,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
37,things,thing,NNS,O,34,nmod:of,0,16942,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
38,they,they,PRP,O,41,nsubj,NP,16943,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
39,must,must,MD,O,41,aux,VP,16944,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
40,themselves,themselves,PRP,O,41,advmod,0,16945,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
41,purchase,purchase,VB,O,37,acl:relcl,VP,16946,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
42,;,;,:,O,29,punct,0,16947,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
43,and,and,CC,O,46,cc,0,16948,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
44,similar,similar,JJ,O,45,amod,NP,16949,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
45,inequities,inequity,NNS,O,46,nsubj,0,16950,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
46,obtain,obtain,VB,O,29,conj:and,VP,16951,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
47,on,on,IN,O,49,case,0,16952,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
48,all,all,DT,O,49,det,NP,16953,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
49,sides,side,NNS,O,46,obl:on,0,16954,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
50,.,.,.,O,7,punct,0,16955,118,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
1,It,it,PRP,O,4,nsubj,NP,16956,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
2,is,be,VBZ,O,4,cop,VP,16957,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
3,imperatively,imperatively,RB,O,4,advmod,0,16958,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
4,necessary,necessary,JJ,O,0,ROOT,0,16959,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
5,that,that,IN,O,52,mark,SBAR,16960,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
6,the,the,DT,O,7,det,NP,16961,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
7,consideration,consideration,NN,O,57,nsubj:pass,0,16962,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
8,of,of,IN,O,11,case,0,16963,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
9,the,the,DT,O,11,det,NP,16964,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
10,full,full,JJ,O,11,amod,0,16965,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
11,use,use,NN,O,7,nmod:of,0,16966,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
12,of,of,IN,O,15,case,0,16967,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
13,the,the,DT,O,15,det,NP,16968,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
14,water,water,NN,O,15,compound,0,16969,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
15,power,power,NN,O,11,nmod:of,0,16970,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
16,of,of,IN,O,18,case,0,16971,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
17,the,the,DT,O,18,det,NP,16972,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
18,country,country,NN,O,15,nmod:of,0,16973,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
19,and,and,CC,O,22,cc,0,16974,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
20,also,also,RB,O,22,advmod,0,16975,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
21,the,the,DT,O,22,det,NP,16976,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
22,consideration,consideration,NN,O,11,conj:and,0,16977,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
23,of,of,IN,O,29,case,0,16978,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
24,the,the,DT,O,29,det,NP,16979,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
25,systematic,systematic,JJ,O,29,amod,0,16980,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
26,and,and,CC,O,28,cc,0,16981,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
27,yet,yet,RB,O,28,advmod,0,16982,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
28,economical,economical,JJ,O,29,amod,0,16983,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
29,development,development,NN,O,22,nmod:of,0,16984,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
30,of,of,IN,O,31,case,0,16985,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
31,such,such,JJ,O,29,nmod:of,NP,16986,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
32,of,of,IN,O,35,case,0,16987,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
33,the,the,DT,O,35,det,NP,16988,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
34,natural,natural,JJ,O,35,amod,0,16989,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
35,resources,resource,NNS,O,31,nmod:of,0,16990,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
36,of,of,IN,O,38,case,0,16991,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
37,the,the,DT,O,38,det,0,16992,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
38,country,country,NN,O,35,nmod:of,0,16993,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
39,as,as,IN,O,44,mark,SBAR,16994,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
40,are,be,VBP,O,44,cop,VP,16995,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
41,still,still,RB,O,44,advmod,0,16996,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
42,under,under,IN,O,44,case,0,16997,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
43,the,the,DT,O,44,det,NP,16998,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
44,control,control,NN,O,11,dep,0,16999,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
45,of,of,IN,O,48,case,0,17000,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
46,the,the,DT,O,48,det,NP,17001,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
47,federal,federal,JJ,O,48,amod,0,17002,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
48,government,government,NN,O,44,nmod:of,0,17003,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
49,should,should,MD,O,52,aux,VP,17004,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
50,be,be,VB,O,52,aux:pass,VP,17005,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
51,immediately,immediately,RB,O,52,advmod,VP,17006,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
52,resumed,resume,VBN,O,4,ccomp,VP,17007,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
53,and,and,CC,O,57,cc,0,17008,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
54,affirmatively,affirmatively,RB,O,52,advmod,0,17009,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
55,and,and,CC,O,56,cc,0,17010,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
56,constructively,constructively,RB,O,54,conj:and,0,17011,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
57,dealt,deal,VBN,O,52,conj:and,VP,17012,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
58,with,with,IN,O,63,case,0,17013,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
59,at,at,IN,O,63,case,0,17014,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
60,the,the,DT,O,63,det,NP,17015,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
61,earliest,earliest,JJS,O,63,amod,0,17016,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
62,possible,possible,JJ,O,63,amod,0,17017,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
63,moment,moment,NN,O,57,obl:at,0,17018,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
64,.,.,.,O,4,punct,0,17019,119,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
1,The,the,DT,O,3,det,NP,17020,120,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
2,pressing,press,VBG,O,3,amod,0,17021,120,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
3,need,need,NN,O,9,nsubj,0,17022,120,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
4,of,of,IN,O,6,case,0,17023,120,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
5,such,such,JJ,O,6,amod,NP,17024,120,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
6,legislation,legislation,NN,O,3,nmod:of,0,17025,120,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
7,is,be,VBZ,O,9,aux,VP,17026,120,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
8,daily,daily,JJ,SET,9,advmod,0,17027,120,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
9,becoming,become,VBG,O,0,ROOT,VP,17028,120,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
10,more,more,RBR,O,11,advmod,0,17029,120,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
11,obvious,obvious,JJ,O,9,xcomp,0,17030,120,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
12,.,.,.,O,9,punct,0,17031,120,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
1,The,the,DT,O,2,det,NP,17032,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
2,legislation,legislation,NN,O,40,nsubj:pass:xsubj,0,17033,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
3,proposed,propose,VBN,O,2,acl,VP,17034,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
4,at,at,IN,O,7,case,0,17035,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
5,the,the,DT,O,7,det,NP,17036,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
6,last,last,JJ,O,7,amod,0,17037,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
7,session,session,NN,O,3,obl:at,0,17038,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
8,with,with,IN,O,9,case,0,17039,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
9,regard,regard,NN,O,7,nmod:with,NP,17040,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
10,to,to,IN,O,12,case,0,17041,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
11,regulated,regulate,VBN,O,12,amod,NP,17042,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
12,combinations,combination,NNS,O,3,obl:to,0,17043,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
13,among,among,IN,O,15,case,0,17044,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
14,our,we,PRP$,O,15,nmod:poss,NP,17045,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
15,exporters,exporter,NNS,O,12,nmod:among,0,17046,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
16,",",",",",",O,3,punct,0,17047,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
17,in,in,IN,O,18,case,0,17048,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
18,order,order,NN,O,3,obl:in,NP,17049,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
19,to,to,TO,O,20,mark,VP,17050,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
20,provide,provide,VB,O,18,acl:to,VP,17051,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
21,for,for,IN,O,24,case,0,17052,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
22,our,we,PRP$,O,24,nmod:poss,NP,17053,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
23,foreign,foreign,JJ,O,24,amod,0,17054,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
24,trade,trade,NN,O,20,obl:for,0,17055,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
25,a,a,DT,O,28,det,NP,17056,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
26,more,more,RBR,O,27,advmod,0,17057,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
27,effective,effective,JJ,O,28,amod,0,17058,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
28,organization,organization,NN,O,20,obj,0,17059,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
29,and,and,CC,O,30,cc,0,17060,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
30,method,method,NN,O,28,conj:and,0,17061,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
31,of,of,IN,O,32,case,0,17062,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
32,cooperation,cooperation,NN,O,28,nmod:of,NP,17063,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
33,",",",",",",O,37,punct,0,17064,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
34,ought,ought,MD,O,37,aux,VP,17065,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
35,by,by,IN,O,37,case,VP,17066,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
36,all,all,DT,O,37,det,NP,17067,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
37,means,means,NNS,O,0,ROOT,0,17068,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
38,to,to,TO,O,40,mark,VP,17069,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
39,be,be,VB,O,40,aux:pass,VP,17070,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
40,completed,complete,VBN,O,37,xcomp,VP,17071,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
41,at,at,IN,O,43,case,0,17072,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
42,this,this,DT,O,43,det,NP,17073,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
43,session,session,NN,O,40,obl:at,0,17074,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
44,.,.,.,O,37,punct,0,17075,121,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
1,And,and,CC,O,3,cc,S,17076,122,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
2,I,I,PRP,O,3,nsubj,NP,17077,122,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
3,beg,beg,VBP,O,0,ROOT,VP,17078,122,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
4,that,that,IN,O,13,mark,SBAR,17079,122,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
5,the,the,DT,O,6,det,NP,17080,122,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
6,members,member,NNS,O,13,nsubj,0,17081,122,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
7,of,of,IN,O,9,case,0,17082,122,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
8,the,the,DT,O,9,det,NP,17083,122,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
9,House,House,NNP,ORGANIZATION,6,nmod:of,0,17084,122,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
10,of,of,IN,ORGANIZATION,11,case,0,17085,122,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
11,Representatives,Representatives,NNPS,ORGANIZATION,9,nmod:of,NP,17086,122,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
12,will,will,MD,O,13,aux,VP,17087,122,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
13,permit,permit,VB,O,3,ccomp,VP,17088,122,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
14,me,I,PRP,O,16,nsubj:xsubj,NP,17089,122,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
15,to,to,TO,O,16,mark,VP,17090,122,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
16,express,express,VB,O,13,xcomp,VP,17091,122,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
17,the,the,DT,O,18,det,NP,17092,122,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
18,opinion,opinion,NN,O,16,obj,0,17093,122,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
19,that,that,IN,O,23,mark,SBAR,17094,122,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
20,it,it,PRP,O,25,nsubj:xsubj,NP,17095,122,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
21,will,will,MD,O,23,aux,VP,17096,122,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
22,be,be,VB,O,23,cop,VP,17097,122,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
23,impossible,impossible,JJ,O,16,ccomp,0,17098,122,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
24,to,to,TO,O,25,mark,VP,17099,122,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
25,deal,deal,VB,O,23,xcomp,VP,17100,122,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
26,in,in,IN,O,27,case,0,17101,122,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
27,any,any,DT,O,25,obl:in,NP,17102,122,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
28,but,but,CC,O,34,case,0,17103,122,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
29,a,a,DT,O,34,det,NP,17104,122,5,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 04, 1917 .txt"")"
